timestamp,elapsed_s,npu_pct
2025-11-25T16:42:33.712358Z,38.666777,29
2025-11-25T16:42:34.287764Z,39.242278,29
2025-11-25T16:42:34.859777Z,39.817690,28
2025-11-25T16:42:35.431529Z,40.389696,28
2025-11-25T16:42:36.002048Z,40.961455,29
2025-11-25T16:42:36.576250Z,41.532081,29
2025-11-25T16:42:37.152138Z,42.106194,28
2025-11-25T16:42:37.729822Z,42.682070,28
2025-11-25T16:42:38.303378Z,43.260043,28
2025-11-25T16:42:38.877733Z,43.833313,28
2025-11-25T16:42:39.452195Z,44.407681,27
2025-11-25T16:42:40.029778Z,44.982126,28
2025-11-25T16:42:40.604821Z,45.559709,28
2025-11-25T16:42:41.185841Z,46.135149,27
2025-11-25T16:42:41.760583Z,46.715775,27
2025-11-25T16:42:42.339043Z,47.290519,27
2025-11-25T16:42:42.914427Z,47.868980,27
2025-11-25T16:42:43.490059Z,48.444382,28
2025-11-25T16:42:44.065165Z,49.019998,28
2025-11-25T16:42:44.640993Z,49.595095,28
2025-11-25T16:42:45.218212Z,50.170919,28
2025-11-25T16:42:45.795545Z,50.748136,28
2025-11-25T16:42:46.372078Z,51.325537,27
2025-11-25T16:42:46.951054Z,51.902027,27
2025-11-25T16:42:47.528862Z,52.481017,27
2025-11-25T16:42:48.104452Z,53.058848,27
2025-11-25T16:42:48.682319Z,53.634391,28
2025-11-25T16:42:49.260685Z,54.212521,28
2025-11-25T16:42:49.846342Z,54.790674,27
2025-11-25T16:42:50.427893Z,55.376274,28
2025-11-25T16:42:51.006771Z,55.957829,28
2025-11-25T16:42:51.582883Z,56.536723,27
2025-11-25T16:42:52.155164Z,57.113167,27
2025-11-25T16:42:52.725910Z,57.685080,29
2025-11-25T16:42:53.299617Z,58.255827,29
2025-11-25T16:42:53.882505Z,58.829535,28
2025-11-25T16:42:54.460008Z,59.412453,28
2025-11-25T16:42:55.032826Z,59.989934,27
2025-11-25T16:42:55.609011Z,60.562748,28
2025-11-25T16:42:56.186102Z,61.138927,28
2025-11-25T16:42:56.760016Z,61.716031,27
2025-11-25T16:42:57.336890Z,62.289949,27
2025-11-25T16:42:57.912739Z,62.866831,28
2025-11-25T16:42:58.490059Z,63.442676,28
2025-11-25T16:42:59.065813Z,64.019981,27
2025-11-25T16:42:59.641111Z,64.595742,27
2025-11-25T16:43:00.225466Z,65.171086,28
2025-11-25T16:43:00.802097Z,65.755440,27
2025-11-25T16:43:01.378028Z,66.332016,27
2025-11-25T16:43:01.951017Z,66.907950,28
2025-11-25T16:43:02.519760Z,67.480941,28
