timestamp,elapsed_s,npu_pct
2025-11-25T16:41:55.043920Z,0.000168,0
2025-11-25T16:41:55.640172Z,0.573892,0
2025-11-25T16:41:56.225801Z,1.170484,0
2025-11-25T16:41:56.807194Z,1.756714,20
2025-11-25T16:41:57.387370Z,2.337729,27
2025-11-25T16:41:57.962839Z,2.917288,27
2025-11-25T16:41:58.536525Z,3.492760,28
2025-11-25T16:41:59.112930Z,4.066462,28
2025-11-25T16:41:59.687327Z,4.642878,27
2025-11-25T16:42:00.262341Z,5.217260,27
2025-11-25T16:42:00.836459Z,5.792274,27
2025-11-25T16:42:01.411579Z,6.366405,27
2025-11-25T16:42:01.987843Z,6.941517,28
2025-11-25T16:42:02.564333Z,7.517809,27
2025-11-25T16:42:03.139452Z,8.094267,27
2025-11-25T16:42:03.718498Z,8.669387,28
2025-11-25T16:42:04.292235Z,9.248442,28
2025-11-25T16:42:04.868061Z,9.822163,27
2025-11-25T16:42:05.446014Z,10.398012,27
2025-11-25T16:42:06.018588Z,10.975974,28
2025-11-25T16:42:06.596615Z,11.548520,28
2025-11-25T16:42:07.174616Z,12.126559,28
2025-11-25T16:42:07.748351Z,12.704550,27
2025-11-25T16:42:08.327573Z,13.278301,27
2025-11-25T16:42:08.904350Z,13.857508,28
2025-11-25T16:42:09.482277Z,14.434288,28
2025-11-25T16:42:10.058047Z,15.012211,27
2025-11-25T16:42:10.631576Z,15.587976,27
2025-11-25T16:42:11.213200Z,16.161510,28
2025-11-25T16:42:11.792416Z,16.743136,28
2025-11-25T16:42:12.369763Z,17.322346,28
2025-11-25T16:42:12.943541Z,17.899691,27
2025-11-25T16:42:13.520663Z,18.473475,27
2025-11-25T16:42:14.097889Z,19.050601,28
2025-11-25T16:42:14.675420Z,19.627828,28
2025-11-25T16:42:15.252866Z,20.205370,27
2025-11-25T16:42:15.835247Z,20.782821,27
2025-11-25T16:42:16.408684Z,21.365172,27
2025-11-25T16:42:16.987671Z,21.938617,27
2025-11-25T16:42:17.566677Z,22.517608,27
2025-11-25T16:42:18.140328Z,23.096624,28
2025-11-25T16:42:18.716790Z,23.670249,28
2025-11-25T16:42:19.293035Z,24.246729,28
2025-11-25T16:42:19.869635Z,24.822977,28
2025-11-25T16:42:20.444724Z,25.399580,28
2025-11-25T16:42:21.022091Z,25.974650,28
2025-11-25T16:42:21.596765Z,26.552029,28
2025-11-25T16:42:22.174528Z,27.126704,28
2025-11-25T16:42:22.749312Z,27.704460,28
2025-11-25T16:42:23.325938Z,28.279252,29
2025-11-25T16:42:23.899906Z,28.855872,29
2025-11-25T16:42:24.477087Z,29.429842,27
2025-11-25T16:42:25.058205Z,30.007018,27
2025-11-25T16:42:25.631267Z,30.588141,28
2025-11-25T16:42:26.209265Z,31.161208,28
2025-11-25T16:42:26.785625Z,31.739204,28
2025-11-25T16:42:27.362933Z,32.315561,28
2025-11-25T16:42:27.939779Z,32.892871,27
2025-11-25T16:42:28.517572Z,33.469710,28
2025-11-25T16:42:29.099244Z,34.047505,28
2025-11-25T16:42:29.672178Z,34.629187,27
2025-11-25T16:42:30.248740Z,35.202104,27
2025-11-25T16:42:30.825832Z,35.778677,28
2025-11-25T16:42:31.412619Z,36.355827,28
2025-11-25T16:42:31.984721Z,36.942541,25
2025-11-25T16:42:32.562108Z,37.514660,25
2025-11-25T16:42:33.136857Z,38.092039,28
