timestamp,elapsed_s,npu_pct
2025-11-25T06:35:56.020566Z,0.000141,0
2025-11-25T06:35:56.599653Z,0.572765,0
2025-11-25T06:35:57.180358Z,1.151875,21
2025-11-25T06:35:57.762567Z,1.732647,21
2025-11-25T06:35:58.338649Z,2.315371,26
2025-11-25T06:35:58.910731Z,2.890821,26
2025-11-25T06:35:59.483408Z,3.462900,29
2025-11-25T06:36:00.058152Z,4.035577,29
2025-11-25T06:36:00.633418Z,4.610353,29
2025-11-25T06:36:01.209306Z,5.185614,28
2025-11-25T06:36:01.784066Z,5.761489,28
2025-11-25T06:36:02.357084Z,6.336244,29
2025-11-25T06:36:02.934469Z,6.909265,29
2025-11-25T06:36:03.510756Z,7.486681,28
2025-11-25T06:36:04.084989Z,8.062934,28
2025-11-25T06:36:04.662974Z,8.637173,29
2025-11-25T06:36:05.237326Z,9.215194,29
2025-11-25T06:36:05.813297Z,9.789532,28
2025-11-25T06:36:06.391727Z,10.365503,29
2025-11-25T06:36:06.970585Z,10.943915,29
2025-11-25T06:36:07.547293Z,11.522767,28
2025-11-25T06:36:08.126447Z,12.099479,28
2025-11-25T06:36:08.701399Z,12.678631,29
2025-11-25T06:36:09.278591Z,13.253609,29
2025-11-25T06:36:09.857464Z,13.830786,27
2025-11-25T06:36:10.434237Z,14.409656,27
2025-11-25T06:36:11.017096Z,14.987016,27
